code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude
ELECAM-2025-AD-DJEREM-TIBATI-0038,ECOLE PUBLIQUE MALARBA I / B,,,,406,ADAMAOUA / DJEREM / TIBATI / MALARBA I,,
ELECAM-2025-AD-DJEREM-TIBATI-0039,ECOLE PUBLIQUE MALARBA I / C,,,,419,ADAMAOUA / DJEREM / TIBATI / MALARBA I,,
ELECAM-2025-AD-DJEREM-TIBATI-0040,ECOLE PUBLIQUE MALARBA I / D,,,,198,ADAMAOUA / DJEREM / TIBATI / MALARBA I,,
ELECAM-2025-AD-DJEREM-TIBATI-0041,ECOLE PUBLIQUE MALARBA I / E,,,,370,ADAMAOUA / DJEREM / TIBATI / MALARBA I,,
ELECAM-2025-AD-DJEREM-TIBATI-0042,ECOLE PUBLIQUE MALARBA I / F,,,,308,ADAMAOUA / DJEREM / TIBATI / MALARBA I,,
ELECAM-2025-AD-DJEREM-TIBATI-0043,ECOLE PUBLIQUE MALARBA II / A,,,,370,ADAMAOUA / DJEREM / TIBATI / MALARBA II,,
ELECAM-2025-AD-DJEREM-TIBATI-0044,ECOLE PUBLIQUE MALARBA II / B,,,,346,ADAMAOUA / DJEREM / TIBATI / MALARBA II,,
ELECAM-2025-AD-DJEREM-TIBATI-0045,ECOLE PUBLIQUE MALARBA II / C,,,,321,ADAMAOUA / DJEREM / TIBATI / MALARBA II,,
ELECAM-2025-AD-DJEREM-TIBATI-0046,ECOLE PUBLIQUE MALARBA II / D,,,,300,ADAMAOUA / DJEREM / TIBATI / MALARBA II,,
ELECAM-2025-AD-DJEREM-TIBATI-0047,ECOLE PUBLIQUE MALARBA II / E,,,,202,ADAMAOUA / DJEREM / TIBATI / MALARBA II,,
ELECAM-2025-AD-DJEREM-TIBATI-0048,ECOLE PUBLIQUE GROUPE IV YOKO / A,,,,292,ADAMAOUA / DJEREM / TIBATI / KOATA,,
ELECAM-2025-AD-DJEREM-TIBATI-0049,ECOLE PUBLIQUE GROUPE IV YOKO / B,,,,314,ADAMAOUA / DJEREM / TIBATI / KOATA,,
ELECAM-2025-AD-DJEREM-TIBATI-0050,ECOLE PUBLIQUE GROUPE IV YOKO / C,,,,388,ADAMAOUA / DJEREM / TIBATI / KOATA,,
ELECAM-2025-AD-DJEREM-TIBATI-0051,ECOLE PUBLIQUE GROUPE IV YOKO / D,,,,282,ADAMAOUA / DJEREM / TIBATI / KOATA,,
ELECAM-2025-AD-DJEREM-TIBATI-0052,POSTE AGRICOLE MBELLA ASSOM / A,,,,278,ADAMAOUA / DJEREM / TIBATI / MANDJARA,,
ELECAM-2025-AD-DJEREM-TIBATI-0053,ECOLE PUBLIQUE MARMA / A,,,,360,ADAMAOUA / DJEREM / TIBATI / MARMA,,
ELECAM-2025-AD-DJEREM-TIBATI-0054,ECOLE PUBLIQUE MASSE / A,,,,258,ADAMAOUA / DJEREM / TIBATI / MASSE,,
ELECAM-2025-AD-DJEREM-TIBATI-0055,ECOLE PUBLIQUE MBAKAOU / A,,,,307,ADAMAOUA / DJEREM / TIBATI / MBAKAOU,,
ELECAM-2025-AD-DJEREM-TIBATI-0056,ECOLE PUBLIQUE MBAKAOU / B,,,,384,ADAMAOUA / DJEREM / TIBATI / MBAKAOU,,
ELECAM-2025-AD-DJEREM-TIBATI-0057,ECOLE PUBLIQUE MBAKAOU / C,,,,329,ADAMAOUA / DJEREM / TIBATI / MBAKAOU,,
ELECAM-2025-AD-DJEREM-TIBATI-0058,ECOLE PUBLIQUE MBAKAOU / D,,,,208,ADAMAOUA / DJEREM / TIBATI / MBAKAOU,,
ELECAM-2025-AD-DJEREM-TIBATI-0059,ECOLE PUBLIQUE MBANGTI-MBANG / A,,,,306,ADAMAOUA / DJEREM / TIBATI / MBANGTI - MBANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0060,ECOLE PUBLIQUE MBANGTI-MBANG / B,,,,71,ADAMAOUA / DJEREM / TIBATI / MBANGTI - MBANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0061,ECOLE PUBLIQUE MBELLA ASSOM / A,,,,329,ADAMAOUA / DJEREM / TIBATI / MBELLA ASSOM,,
ELECAM-2025-AD-DJEREM-TIBATI-0062,FOYER COMM DE MBI - MGBARANG / A,,,,330,ADAMAOUA / DJEREM / TIBATI / MBELLA ASSOM,,
ELECAM-2025-AD-DJEREM-TIBATI-0063,ECOLE PUBLIQUE MBIRIM / A,,,,372,ADAMAOUA / DJEREM / TIBATI / MBIRIM,,
ELECAM-2025-AD-DJEREM-TIBATI-0064,ECOLE PUBLIQUE MBIRIM / B,,,,337,ADAMAOUA / DJEREM / TIBATI / MBIRIM,,
ELECAM-2025-AD-DJEREM-TIBATI-0065,ECOLE PUBLIQUE MBIRIM / C,,,,313,ADAMAOUA / DJEREM / TIBATI / MBIRIM,,
ELECAM-2025-AD-DJEREM-TIBATI-0066,ECOLE PUBLIQUE MBITOM / A,,,,172,ADAMAOUA / DJEREM / TIBATI / MBITOM,,
ELECAM-2025-AD-DJEREM-TIBATI-0067,ECOLE PUBLIQUE MBIYOKA / A,,,,151,ADAMAOUA / DJEREM / TIBATI / MBIYOKA,,
ELECAM-2025-AD-DJEREM-TIBATI-0068,ECOLE PUBLIQUE MEIDJAMBA / A,,,,392,ADAMAOUA / DJEREM / TIBATI / MEIDJAMBA,,
ELECAM-2025-AD-DJEREM-TIBATI-0069,ECOLE PUBLIQUE MEIDJAMBA / B,,,,365,ADAMAOUA / DJEREM / TIBATI / MEIDJAMBA,,
ELECAM-2025-AD-DJEREM-TIBATI-0070,CES MENG / A,,,,248,ADAMAOUA / DJEREM / TIBATI / MENG,,
ELECAM-2025-AD-DJEREM-TIBATI-0071,ECOLE PUBLIQUE MENGACK / A,,,,192,ADAMAOUA / DJEREM / TIBATI / MENGACK,,
ELECAM-2025-AD-DJEREM-TIBATI-0072,ECOLE PUBLIQUE MERE / A,,,,270,ADAMAOUA / DJEREM / TIBATI / MERE,,
ELECAM-2025-AD-DJEREM-TIBATI-0073,ECOLE PUBLIQUE MINDJANG / A,,,,147,ADAMAOUA / DJEREM / TIBATI / MINDJANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0074,SALLE COMMUNAUTAIRE MINIM / A,,,,278,ADAMAOUA / DJEREM / TIBATI / MERE-LABBARE,,
ELECAM-2025-AD-DJEREM-TIBATI-0075,SALLE COMMUNAUTAIRE MINIM / B,,,,328,ADAMAOUA / DJEREM / TIBATI / MERE-LABBARE,,
ELECAM-2025-AD-DJEREM-TIBATI-0076,SALLE COMMUNAUTAIRE MINIM / C,,,,302,ADAMAOUA / DJEREM / TIBATI / MERE-LABBARE,,
ELECAM-2025-AD-DJEREM-TIBATI-0077,ECOLE PUBLIQUE NASKOUL / A,,,,229,ADAMAOUA / DJEREM / TIBATI / NASKOUL,,
ELECAM-2025-AD-DJEREM-TIBATI-0078,E PRIVEE PROTESTANTE NGAOUBELA / A,,,,299,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0079,E PRIVEE PROTESTANTE NGAOUBELA / B,,,,198,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0080,ECOLE PUBLIQUE NGATT / A,,,,322,ADAMAOUA / DJEREM / TIBATI / NGATT,,
ELECAM-2025-AD-DJEREM-TIBATI-0081,ECOLE PUBLIQUE NGATT / B,,,,277,ADAMAOUA / DJEREM / TIBATI / NGATT,,
ELECAM-2025-AD-DJEREM-TIBATI-0082,ECOLE PUBLIQUE NGATT / C,,,,329,ADAMAOUA / DJEREM / TIBATI / NGATT,,
ELECAM-2025-AD-DJEREM-TIBATI-0083,ECOLE PUBLIQUE NGATT / D,,,,104,ADAMAOUA / DJEREM / TIBATI / NGATT,,
ELECAM-2025-AD-DJEREM-TIBATI-0084,BIBLIOTHEQUE FACE MC2 / A,,,,388,ADAMAOUA / DJEREM / TIBATI / NGNAFOUAROUM,,
ELECAM-2025-AD-DJEREM-TIBATI-0085,BIBLIOTHEQUE FACE MC2 / B,,,,34,ADAMAOUA / DJEREM / TIBATI / NGNAFOUAROUM,,
ELECAM-2025-AD-DJEREM-TIBATI-0086,ECOLE PUBLIQUE NGONGONTOUA / A,,,,274,ADAMAOUA / DJEREM / TIBATI / KOUSSI,,
ELECAM-2025-AD-DJEREM-TIBATI-0087,ECOLE PUBLIQUE PANG / A,,,,236,ADAMAOUA / DJEREM / TIBATI / PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0088,MAIRIE TIBATI / A,,,,381,ADAMAOUA / DJEREM / TIBATI / PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0089,MAIRIE TIBATI / B,,,,390,ADAMAOUA / DJEREM / TIBATI / PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0090,MAIRIE TIBATI / C,,,,384,ADAMAOUA / DJEREM / TIBATI / PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0091,MAIRIE TIBATI / D,,,,256,ADAMAOUA / DJEREM / TIBATI / PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0092,ECOLE PUBLIQUE GROUPE I / A,,,,364,ADAMAOUA / DJEREM / TIBATI / CENTRE COMMERCIAL,,
ELECAM-2025-AD-DJEREM-TIBATI-0093,ECOLE PUBLIQUE GROUPE I / B,,,,330,ADAMAOUA / DJEREM / TIBATI / CENTRE COMMERCIAL,,
ELECAM-2025-AD-DJEREM-TIBATI-0094,ECOLE PUBLIQUE GROUPE I / C,,,,419,ADAMAOUA / DJEREM / TIBATI / CENTRE COMMERCIAL,,
ELECAM-2025-AD-DJEREM-TIBATI-0095,ECOLE PUBLIQUE SISSIMI / A,,,,246,ADAMAOUA / DJEREM / TIBATI / SISSIMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0096,E PRIVEE CATHOLIQUE SAINT JOSEPH / A,,,,436,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0097,E PRIVEE CATHOLIQUE SAINT JOSEPH / B,,,,346,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0098,E PRIVEE CATHOLIQUE SAINT JOSEPH / C,,,,285,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0099,E PRIVEE CATHOLIQUE SAINT JOSEPH / D,,,,286,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0100,ECOLE PUBLIQUE TONGO / A,,,,419,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0101,ECOLE PUBLIQUE TONGO / B,,,,364,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0102,ECOLE PUBLIQUE TONGO / C,,,,112,ADAMAOUA / DJEREM / TIBATI / TOMI,,
ELECAM-2025-AD-DJEREM-TIBATI-0103,ECOLE PUBLIQUE WANDJOCK / A,,,,349,ADAMAOUA / DJEREM / TIBATI / WANDJOCK,,
ELECAM-2025-AD-DJEREM-TIBATI-0104,ECOLE PUBLIQUE WANDJOCK / B,,,,37,ADAMAOUA / DJEREM / TIBATI / WANDJOCK,,
ELECAM-2025-AD-DJEREM-TIBATI-0105,CENTRE PROM FEMME ET FAMILLE / A,,,,346,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0106,CENTRE PROM FEMME ET FAMILLE / B,,,,338,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0107,CENTRE PROM FEMME ET FAMILLE / C,,,,341,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0108,CENTRE PROM FEMME ET FAMILLE / D,,,,350,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0109,CENTRE PROM FEMME ET FAMILLE / E,,,,382,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0110,CENTRE PROM FEMME ET FAMILLE / F,,,,235,ADAMAOUA / DJEREM / TIBATI / NGAOUBELA,,
ELECAM-2025-AD-DJEREM-TIBATI-0111,ECOLE DES PARENTS SAMBA / A,,,,355,ADAMAOUA / DJEREM / TIBATI / MAISSABA,,
ELECAM-2025-AD-DJEREM-TIBATI-0112,ECOLE DES PARENTS SAMBA / B,,,,30,ADAMAOUA / DJEREM / TIBATI / MAISSABA,,
ELECAM-2025-AD-DJEREM-TIBATI-0113,ESPL. CHEFFERIE BA'NANA / A,,,,147,ADAMAOUA / DJEREM / TIBATI / KOUI-NANAWA,,
ELECAM-2025-AD-DJEREM-TIBATI-0114,ECOLE DES PARENTS DE GASSOL-PANG / A,,,,143,ADAMAOUA / DJEREM / TIBATI / GASSOL-PANG,,
ELECAM-2025-AD-DJEREM-TIBATI-0115,E.P DE DJAOURO-GARGA / A,,,,104,ADAMAOUA / DJEREM / TIBATI / DJAOURO GARGA,,
ELECAM-2025-AD-DJEREM-TIBATI-0116,ECOLE PUBLIQUE DE MAKENDAOU / A,,,,106,ADAMAOUA / DJEREM / TIBATI / MAKENDAO,,
ELECAM-2025-AD-DJEREM-TIBATI-0117,FOYER COMMUNAUTAIRE DE SENGUERIN / A,,,,51,ADAMAOUA / DJEREM / TIBATI / SENGUERIN,,
ELECAM-2025-AD-DJEREM-TIBATI-0118,ECOLE PUBLIQUE DE YAKOTA / A,,,,234,ADAMAOUA / DJEREM / TIBATI / YAKOTA,,
ELECAM-2025-AD-DJEREM-TIBATI-0119,ECOLE DES PARENTS DE MERE-LABBARE / A,,,,43,ADAMAOUA / DJEREM / TIBATI / MERE-LABBARE,,
ELECAM-2025-AD-DJEREM-TIBATI-0120,ECOLE PUBLIQUE DE KOUI-NANAWA / A,,,,60,ADAMAOUA / DJEREM / TIBATI / KOUI-NANAWA,,
ELECAM-2025-AD-DJEREM-TIBATI-0121,ECOLE PUBLIQUE SALASSA / A,,,,52,ADAMAOUA / DJEREM / TIBATI / SALASSA,,
ELECAM-2025-AD-DJEREM-TIBATI-0122,ECOLE PUBLIQUE GOUROUM / A,,,,50,ADAMAOUA / DJEREM / TIBATI / GOUROUM,,
ELECAM-2025-AD-DJEREM-TIBATI-0123,SALLE COMMUNAUTAIRE MENGUEME / A,,,,58,ADAMAOUA / DJEREM / TIBATI / MENGUEME,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0001,ASSAWE ECOLE PUBLIQUE / A,,,,327,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / ASSAWE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0002,ASSAWE ECOLE PUBLIQUE / B,,,,348,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / ASSAWE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0003,BONTADJE 1 ECOLE PUBLIQUE / A,,,,170,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / BONTADJE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0004,BONTADJE 2 ECOLE PUBLIQUE / A,,,,241,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / BONTADJE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0005,DJAMBOUTOU CASE COMMUNAUTAIRE / A,,,,172,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMBOUTOU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0006,DJAMBOUTOU NASTIRDE ECOLE PUBLIQUE /,,,,174,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMBOUTOU NASTIRDE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0007,MAYO BELI CASE COMMUNAUTAIRE / A,,,,112,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMNATI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0008,WOGOMDOU CES / A,,,,218,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAOURO YADJI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0009,DJEM-GALIM ECOLE PUBLIQUE / A,,,,311,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJEM GALIM,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0010,GALIM-CENTRE ECOLE PUBLIQUE GROUPE I /,,,,350,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0011,GALIM-CENTRE ECOLE PUBLIQUE GROUPE I /,,,,321,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0012,GALIM-CENTRE ECOLE PUBLIQUE GROUPE I /,,,,329,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0013,GALIM-CENTRE ECOLE PUBLIQUE GROUPE I /,,,,392,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0014,GALIM-CENTRE ECOLE PUBLIQUE GROUPE II,,,,340,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0015,GALIM-CENTRE ECOLE PUBLIQUE GROUPE II,,,,307,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0016,GALIM-CENTRE ECOLE PUBLIQUE GROUPE II,,,,313,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0017,GALIM-CENTRE ECOLE PUBLIQUE GROUPE II,,,,323,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0018,GALIM-CENTRE ECOLE PUBLIQUE GROUPE III,,,,357,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0019,GALIM-CENTRE ECOLE PUBLIQUE GROUPE III,,,,315,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0020,GALIM-CENTRE ECOLE PUBLIQUE GROUPE III,,,,332,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0021,GALIM-CENTRE ECOLE PUBLIQUE GROUPE III,,,,202,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GALIM CENTRE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0022,GARBAYA HAMAN ECOLE PUBLIQUE / A,,,,292,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GARBAYA HAMAN,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0023,GONKIRA ECOLE PUBLIQUE / A,,,,169,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GONKIRA,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0024,DJEM-GALIM CENTRE ZOOTECHNIQUE VET. /,,,,66,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / GUINKOL,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0025,TONDE WANDOU CASE COMMUNAUTAIRE / A,,,,112,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / HORE DJEM,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0026,MBABO ECOLE PUBLIQUE / A,,,,297,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / HORE NGOURI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0027,MBABO ECOLE PUBLIQUE / B,,,,291,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / HORE NGOURI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0028,MBABO ECOLE PUBLIQUE / C,,,,131,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / HORE NGOURI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0029,MBERHI CASE COMMUNAUTAIRE / A,,,,134,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / KOUI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0030,NGOURI BARI ECOLE PUBLIQUE / A,,,,277,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LAINDE DOGARI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0031,NGOURI BARI ECOLE PUBLIQUE / B,,,,194,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LAINDE DOGARI,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0032,LEGGAL GORO ECOLE PUBLIQUE / A,,,,300,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LEGGAL GORO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0033,LEGGAL GORO ECOLE PUBLIQUE / B,,,,340,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LEGGAL GORO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0034,LEGGAL GORO ECOLE PUBLIQUE / C,,,,305,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LEGGAL GORO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0035,LEGGAL GORO ECOLE PUBLIQUE / D,,,,117,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LEGGAL GORO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0036,LOMPTA ECOLE PUBLIQUE / A,,,,265,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LIRINGO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0037,LOMPTA ECOLE PUBLIQUE / B,,,,171,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / LIRINGO,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0038,MAYO DANKALI ECOLE PUBLIQUE / A,,,,339,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMBOUTOU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0039,MAYO DANKALI ECOLE PUBLIQUE / B,,,,312,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMBOUTOU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0040,MAYO DANKALI ECOLE PUBLIQUE / C,,,,317,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / DJAMBOUTOU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0041,MAYO SANGNARE ECOLE PUBLIQUE / A,,,,245,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO DEWA,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0042,WOGOMDOU ECOLE PUBLIQUE / A,,,,428,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO GADOUROU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0043,WOGOMDOU ECOLE PUBLIQUE / B,,,,382,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO GADOUROU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0044,WOGOMDOU ECOLE PUBLIQUE / C,,,,166,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO GADOUROU,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0045,MAYO IWARE CASE COMMUNAUTAIRE / A,,,,224,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO IWARE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0046,TAGOURI VIVRES ECOLE PUBLIQUE / A,,,,298,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO KARLADJE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0047,SABONGARI ECOLE DES PARENTS / A,,,,325,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MAYO-VOURE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0048,MBOUDOUA ECOLE PUBLIQUE / A,,,,234,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / MBOUDOUA,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0049,NGOURI HAMMAN KILA ECOLE PUBLIQUE / A,,,,327,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / NGOURI HAMAN KILA,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0050,SANGNADJE CASE COMMUNAUTAIRE / A,,,,82,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / SANGNADJE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0051,SINDERE CASE COMMUNAUTAIRE / A,,,,50,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / SINDERE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0052,TCHABBE KESSE ECOLE PUBLIQUE / A,,,,129,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / TCHABBE KESSE,,
ELECAM-2025-AD-FARO-ET-DEO-GALIM-TIGNERE-0053,TAGOURI-PONT ECOLE PUBLIQUE / A,,,,52,ADAMAOUA / FARO ET DEO / GALIM-TIGNERE / TAGOURI-PONT,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0001,BOUDEL ECOLE CORANIQUE / A,,,,310,ADAMAOUA / FARO ET DEO / KONTCHA / BOUDEL ECOLE CORANIQUE,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0002,BOUDEL ECOLE CORANIQUE / B,,,,296,ADAMAOUA / FARO ET DEO / KONTCHA / BOUDEL ECOLE CORANIQUE,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0003,INSPECTION EDUCATION DE BASE / A,,,,145,ADAMAOUA / FARO ET DEO / KONTCHA / CAMP FONCTIONNAIRE,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0004,DAGOUM ECOLE PUBLIQUE / A,,,,185,ADAMAOUA / FARO ET DEO / KONTCHA / DAGOUM,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0005,DJOMBI ECOLE DES PARENTS / A,,,,88,ADAMAOUA / FARO ET DEO / KONTCHA / DEMTEM,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0006,DODEO ECOLE PUBLIQUE / A,,,,311,ADAMAOUA / FARO ET DEO / KONTCHA / DODEO,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0007,FADA ECOLE PUBLIQUE / A,,,,260,ADAMAOUA / FARO ET DEO / KONTCHA / FADA,,
ELECAM-2025-AD-FARO-ET-DEO-KONTCHA-0008,FOUNGOI ECOLE PUBLIQUE / A,,,,63,ADAMAOUA / FARO ET DEO / KONTCHA / FOUNGOI,,
